,Review,Harga,Kemasan,Efektivitas,Aroma
267,"nggak cocok di aku, pertama kali pemakaian langsung muncul jerawat dan bruntusan, muka aku jadi berminyak banget. setelah itu ku coba lagi untuk kedua kalinya sekitar 3 minggu setelah pemakaian pertama dan hasilnya tetap sama seperti pemakaian pertama.",0,0,-1,0
268,"bagus banget buat kulit wajah yang pengen wajah nya cerah seketika. aku pakai ini sih menurut aku bagus wajah aku jadi cerah, bersih cuma gak tahan lama jadi buat sehari hari di rumah sih cocok banget Menurut aku.",0,0,1,0
269,"Dulu, untuk pemakaian skincare rutin ku, setiap pagi aku pakai serum sakura dari Garnier ini. Hasilnya, lumayan memuaskan. Membuat wajah ku lebih glowing setiap hari. Tapi satu kekurangannya, saat siang hari wajahku jadi berminyak.",0,0,1,0
270,tadinya pake garnier yg varian yuzu karna abiss jdi beli ini deh wanginya sih enak lembut gtu wangi sakuraa tapi setelah pakai ini jdi perih dan panas gtu kayanya ga cocok sama kandungan yg sakura ini deh,0,0,-1,1
271,"2 bulanan pake ini ya hasilnya mousturizing sekali,untuk dry skin ok sih tapi gak recomended buat oily ya soalnya bagian t-zone jd tetep aja banyak minyaknya,ngerasa hydrating bgt kalo pake ini jd fine fine aja sih",0,0,1,0
272,"still don't know kenapa ga cocok pake moisturizernyaa skin1004 ini :( kalo di aku dia ini works buat ilangin brutusan di dagu ku, tapi kalo untuk jerawat so-so sih. yang aku notice pas pake moisturizer ini, kulit ku makin berminyak pake inii",0,0,-1,0
273,"Pakenya ga bisa sering sering mungkin 2-3x seminggu itu pun dipake malem aja.. Soalnya tricky makenya,kebanyakan malah BO,di siang hari malah bikin kulit lengket .Cocok untuk kulit kering sepertinya karena mengandung shea butter.. Lembab seabis bangun tidur.",0,0,-1,0
274,"Suka pake produk ini karna kalo lagi buru2 ga perlu pake bedak lagi, ga lengket dan bikin wajah cerah. Tapi as always wajahku pake produk garnier yg ada whitening atau brightening nya pasti lama kelamaan kerasa panas",0,0,1,0
275,Beli ini karna baca reviewnya buat ngilangin bekas jerawat bagus.. tp pas aku pake malah mukaku abu abu. Ternyata ini ada efek whitecastnya ya? ada spfnya soalnyaa huhu. beneran mukaku aneh bgt. pas awal make tuh gasadar gitu soalnya,0,0,-1,0
276,"aman aja sih aku pake ini, gak timbul jerawat or beruntus gitu. cuman ini gak begitu tahan lama yah, sesuai sih dengan. harganya yang hanya 27k. tapi lumayanlah yah untuk nyamarin bekas jerawat sih kalau agak di banyakin makenya",1,0,1,0
277,"Sudah pakai bertahun-tahun dan cocok banget untuk dipakai sehari-hari karena kulitku termasuk yang normal cenderung kering. Karena produk ini jadi mulai nyobain produk body shop yang lain. Termasuk yang uv dan eyec reamnya vit E ini, cuman masih paling top yang ini sih",0,0,1,0
278,"suka gitu sama packaging, aroma yang soft, pas aku apply di muka aku selama 7 hari pertama aku udah ngerasain perbedaan sih lebih lembab trus kenyal gitu di wajah. Ini mau aku terusin sampe 30 hari nanti aku review lagi…",0,1,1,0
279,"Super susah nyari moisturizer yang bener bener melembabkan. Di aku yang kulitnya super kering, ini melembabkan kok, tapi agak lengket, makanya aku pake nya dikit dikit, dan jadi super irit wkwk, dan aku pakenya malem aja. Wangi nya oke, gak ganggu.",0,0,1,1
280,"Bagus bagus aja sih. Bahan bahannya aman dan ga buat iritasi. Good Quality pokok nya. buat kulit lembab dan cerah gitu kayak ada bb cream nya, dan ada spf juga jd lumayan untuk keluar rumah tanpa harus tinpa sunscreen.",0,0,1,0
281,Beneran bikin putih tapi bikin jerawat batu yg sampe sekarang udah gatau harus ngilangin pake cara apalagi....nyesel banget duli diterusin sampe abis 1 jar gitu sekarang bingung pake apa2 kulit jd gampang jerawatan,0,0,-1,0
282,"Packingny mewah nya kaya jar kaca gitu berat, teksturnya seperti cream pada umum nya, aku gasuka baunya nyengat banget, terus susah di blend di wajah kadang ga rata, ini malah bikin muka aku kusam dan jerawatan.",0,1,-1,-1
283,"Nyerahin sama glowingnya dia dapet banget sih, cepet juga. Ga bikin ngusem kalo siangan. Tapi itu dipemakaian awal aku. Lama kelamaan aku ga ngerasain efeknya dia lagi. Jadi ngusem dan rada berminyak. Buat harga dia lumayan affordable ya.",1,0,-1,0
284,"Aku pake ini dah hampir sebulan. Dibanding sama nightnya yg menurut ku bagus banget, ternyata day creamnya gak secocok itu samaku 🥺 pas apply diwajah aku, malah kyk buat kusam gitu 😭 tp tetap aku pake sih selama itu gk buat wajahku breakout 🥺",0,0,-1,0
285,"Cocok buat yg jenis kulitnya kering yahh. Soalnya ini bener bener melembabkan banget. Buat aku yg oily skin ini, agak trouble sih. Pagi2 pas bangun muka udh jd kilang minyak. Tapi ga bikin jerawatan kok",0,0,1,0
286,"mengatasi kulit kombinasi gue yang membingungkan manusia sekampung hahaha. i love this! but dont wanna repurchase cuzz sometimes kulit gue oilynya semuka huhu. ga greasy, tetep moist ga cakey kalo dibuat sblm make up, super ringan juga ga creamy",0,0,1,0
287,Dulu pernah pakai ukuran travel sizenya. Lucu packagingnya kaca biru imut2. Kalau yg kulitnya oily bakalan suka karena tekstur dia gel dan light cpt nyerap. Adem gak lengket seingetku. Cuman untuk di aku kurang mantep. Efeknya wajah lebih lembab saja.,0,1,1,0
288,"kalau kalian nyari 1 moisturizer terbaik, pilih ini. pake pas mau tidur dan bangun kulit bener bener hydrated dan plumpy banget. aku cuma pake pas malam, tp kalau dipake untuk siang jg ga bikin berminyak sih but i prefer less step for AM skincare 🙂",0,0,1,0
289,"emang harga ga bohong yah. si clinique ini hasilnya langsung terasa di pemakaian pertama. teksturnya lembut dan rich cuma magic banget ga bikin berminyak, cepat meresap. pakainya pas malam hari, bangun2 langsung lembab enyoy",-1,0,1,0
290,"Super luv sama Moisture Surge ini, teksturnya gel cepat menyerap kewajah. dan bener bener melembabkan banget. gak ada wanginya sama sekali. walaupun kulitku cenderung sensitif tapi cocokk pakai ini. tapi harganya lumayan yaaa.",-1,0,1,1
291,"beli ini karena emang aku sering kegiatan di luar ruangan, teksturnya emang agak cair banget dan pas diaplikasikan ke muka jadi agak kusam, kurang tau aku cocok apa engga dan masih aku pakai sampai sekarang, kelebihannya cuman harganya murah, pas dikantong",1,0,-1,0
292,"Beli ini karna KATANYA BAGUS eh pas udh beli awalnya sih ragu2 tapi yaudahlah dicoba aja, eh pas dicoba gak cocok dong di wajah aku, jadi berminyak banget, terus menyumbat pori2 aku:(( gak lagi deh pake ini",0,0,-1,0
293,"pas diaplikasiin ke muka, lama nyerepnya terus lengket. dan bikin muka kita jadi keliatan kusam sedikit. tapi lumayan kalo buat sunscreen harganya termasuk murah dan masuk dikantong pelajar. tapi masih banyak sunscreen yang lebih bagus :(",1,0,-1,0
294,Harganya affordable bangett apalagi buat anak sekolah atau yg baru2 mulai pakai skincare. Wanginya lembut trus ga ganggu sama sekali. Hasilhya di aku cocok2 aja ga bikin wajah berminyak dan ga bikin jerawatan juga. Ini sunscreen kecintaan aku dulu jaman kuliah hehe,1,0,1,0
295,"awal pake kelas 11 saat itu belum kenal skincare samsek, jadi pagi pake ini malem gak cumuk:( bbrp bulan mulai muncul jeriwi mendem gituu:( mungkin clogged pores ya, pas dipake juga kyk gerah gitu, gak nyaman rasanya:((",0,0,-1,0
296,"Sangat tidak suka dengan sunscreen ini. Bikin wajah berminyak banget. Gasuka juga dengan packaging tube keras seperti ini, susah untuk ngeluarin produknya. Not recomended and will not repurchase this product:(",0,-1,-1,0
297,"udah restock 10 botol lebih , alesan aku restock terus karena salah satu sunscreen yang paling mudah di dapet dan dan harganya cocok banget di kantong mahasiswa. walaupun agak minyakan dan susah nyerap, tapi masih bisa lah dipake kalau sabar",1,0,1,0
298,"ringan, gada shadow-shadow keputihan, cepet nyerep, ga oily, ga bikin breakout, nyaman, packaging ga berisik, secinta itu sister. jujur, susah ya nyari sunblock yang seplus-plus ini. bakal repurchase terus!",0,1,1,0
299,"sempat make sebulan, padahal keliatan beruntusan tapi aku lanjut pake. dan akhirnya aku lepas karna emang tiap makenya perih ke mata karna alkoholnya. terus kekulit aku gakcocok yang mengandung alkohol. teksturnya lumayan mudah di aply tapi agak lama nyerapnya",0,0,-1,0
300,"Pertama kali saya pakai sunscreen, ya wardah ini. Buat pengaplikasiannya kurang oke, meresapnya lama. Wanginya biasa aja..Biasanya saya cocok sama produk wardah, tapi sepertinya kalau sama yang ini nggak cocok. Dimuka berasa panas banget setelah pakai.",0,0,-1,0
301,"pake ini karena mulai sadar kalo aku udah jadi abg jd pengen ngerawat diri dan memutuskan buat beli sunscreen ini, harganya murah dan ada dimana mana wanginya jg enak. cuma sayang di mukaku jd break out udah gitu kurang nyerapnya padahal teksturnya ringan bgt",1,0,-1,1
302,sunscreen pertama aku. awalnya aku ga ngerti gitu ya pake ini ko muka aku minyakan parah dan kusem banget. aku ga paham kenapa soalnya dulu baru banget kenal skincare. ternyata ini tandanya gacocok sama aku duh. dia juga ada white castnya gasukaa,0,0,-1,0
303,"Sunscreen ini teksturnya cream berwarna putih. Hasil pemakaian, wajahku kelihatan berminyak, tapi bisa dilayer dengan make up. Wanginya aku kurang suka. Setelah pemakaian beberapa hari, wajahku ada nambah jerawat, jadi aku stop pemakaian.",0,0,-1,-1
304,"Cukup ringan untuk dipakai sehari2 dan kalau tipis tipis juga ga begitu ada whitecastnya, Definitely one of the worthy budget beauty! bisa sedikit greasy tp kalau dipakai dibawah loose powder cukup aman kok",0,0,1,0
305,"Texturenya enaaaaak bgt sumpah, dingin dingin gitu pas diaplikasiin ke wajah dan mudah menyerap^^ selama pemakaian susncreen ini gaada efek aneh aneh kaya breakout dsb, cuma aroma alkoholnya sedikit mengganggu buatku. tapi isokey lah kalau buat proteksi",0,0,1,-1
306,Ntah kenapa produk ini ga cocok di aku padahal ini kecintaan semua wanita 😭 produknya malah bikin aku break out trus jadi beruntusan parah. Wajah aku juga jadi keliatan kusam teus klo udh lama dipake jadi minyakan parah. Jadinya ga berani mau coba produk ini lagi huhu,0,0,-1,0
307,"Sunscreen favorit. Sesuai namanya, watery essence, jadi cepet banget nyerap ke kulit dan gak bikin kulit jadi berminyak kaya suncreen pada umumnya. Lagi nyobain sunscreen lain sih sekarang, tapi akan kembali lagi ke biore pastinya❤",0,0,1,0
308,"holygrail product banget teksturnya watery banget dan bikin lempab sampe bikin jatuh hati dan repurchase berkali-kali deh gampang ditemui Jug sekarang uda ada dimana-mana ngga susah lagi deh, secinta itu sama product murah satu ini",1,0,1,0
309,"Beli ini karena harganya affordable dan claim nya matte karena kulit aku cenderung berminyak. Tapi setelah dipake gasuka banget karena bikin wajah terlihat berminyak. Sama gasuka sama packaging seperti ini, susah untuk ngeluarin produknya.",1,-1,-1,0
310,"emang dr awal salah akunya sih, dry skin malah beli sunscreen yg matte wkwk. pas aku pake lumayan enak tp ada rasa kaya gerah gt :( jadi aku kasih sunscreen ini ke mama ku yg oily, bagus katanya, enak, nyaman, ada sedikit bau tp gak ganggu koo",0,0,-1,-1
311,"bagus! Kulitku sensitif, tapi ga bikin jerawatan atau bruntusan. hasilnya ga se-matte yang kubayangkan, tapi justru bikin kulit jadi glowing, kelihatan sehat. sesuai klaim nya, sunscreen ini juga bisa nahan minyak.",0,0,1,0
312,"Sunscreen ini teksturnya cream, hasil pemakaian di wajahku tidak terlalu matte, malah hasilnya glowing. Cocok di wajahku dan tidak bikin break out. Namun sunscreen ini bikin pilling di wajahku, padahal sudah aku coba dengan beberapa pelembab sebelum pakai sunscreen ini.",0,0,1,0
313,Aku lumayan cocok si sama ss ini karena dia ringan dan gak terlalu oily dan lengket gitu di kulit kombinasi aku. Gak bikin beruntusan juga dan bikin cerah muka setelah diaplikasikan. Hargany cukup affordable apalagi kalo pas diskon. ini worth it sih.,1,0,1,0
314,"Pakai ini karna lagi kehabisan stock skin aqua yg biru, teksturnya lebih thick dibandingkan yg biru tapi saaf di apply enak2 aja dan ga ninggalin whitecast juga, di muka ga bikin berminyak atau kering, nyaman aja gitu + ga bikin jerawatan which is good❤️❤️",0,0,1,0
315,"Teksturnya agak thick, tapi pas diaplikasiin gak terlalu lama kok meresapnya. Wanginya gak ganggu. Di aku pun gak munculin efek beruntusan. Oke juga kalo ditimpa makeup, kaya kasih efek dewy sehat gitu tapi gak mengkilap alias kilang minyak.",0,0,1,0
316,"beberapa hari pake ini dan bikin aku jerawat batu. jadi ga akan rekomen ini. padahal aku suka soalnya teksturnya nyaman dan produk ini ada tintnya, jadi berasa even out skintone sehingga pas banget buat pemakaian sehari-hari apalagi kalo sibuk",0,0,-1,0
317,"Di aku yg kulit kombinasi kurang cocok. hasilnya matte bgt dan oil controlnya sangat work tp kulitku jdi kering + nimbulin komedo,sediiiihh😭😭😭 mungkin klo untuk kulit oily bagus ya. bagus sih ada warna nya kaya foundie tp stlah bbrpa jam numpuk di bbrp spot",0,0,-1,0
318,"aku kira ini tuh foundation ternyata sunscreen ini ada warnanya ya spfnya 30 sebelum dipake harus dikocok dulu yaa. sunscreen ini setelah di apply dimuka hasilnya tuh matte kulit jadi tambah cerah kaya pake toneup gitu, cocok sebagai alas bedak juga",0,0,1,0
319,Sunscreen yg kukira bohongan bikin muka jadi matte haha. Tp emg beneran bikin matte. Minyak tuh ketahan bgt menurut ku bs tahan sampe 5jam gt di muka aku. Aku jadiin base primer gt bagus bgt yaampun huhu,0,0,1,0
320,"Bagus banget ga bikin breakout sama sekalii , ga lengket juga, teksture nya agak thick tp waktu diaplikasiin cepet nyerepp.. harga murah jugaaa very affordable, buat kulit acne prone - oily cocok bgt sihh mnurutku sesuai dengan claim nyaaaa",1,0,1,0
321,"awalnya make ini karna coba"" karna bingung milih sunscreen apa yg cocok buat kulit kombinasi acne prone untuk remaja. eh gtw nya di aku cocok"" aja. teksturnya mnrt aku pas, gak cair"" bgt. cm masi ada alkoholnya😭 trs gak kerasa isinya cepet bgt abiss:(",0,0,1,0
322,"ga cocok:( biasanya aku cocok pake product cosrx, tapi sayang sekali ini tidak. lagi dan lagi sama sperti ss sbelumnya yang aku pakai, dia bikin kulitku kusam hhh. jadi aku kasih deh ke temenku. maaf ya cosrx, kali ini kamu bukan jodohku haha",0,0,-1,0
323,Teksturnya thick dan gak meninggalkan whitecast gitu. Suka banget sama sunscreen satu ini. Spfnya juga tinggi dan ada kandungan aloe veranya yang bikin melembabkan. Aku sangat merekomendasi produk ini,0,0,1,0
324,"Aku suka banget sama produk ini karena kadar SPF nya cukup tinggi tapi nggak bikin white cast di muka dan nggak bikin muka jadi berminyak. terus dia ada efek melembabkan kalau di aku, jadi ini sunscreen yang menuruku worth it untuk dibeli",0,0,1,0
325,"teksturnya ringan banget seperti air. ga ada whitecast kalau dipake. agak greasy sihh, tapi kalau pake makeup abis pake ini ga akan kerasa greasy. menurut aku ga wow banget buat produk ini, kaya sunscreen biasa aja yang bekerja seperti seharusnya.",0,0,1,0
326,Sunscreen terenak menurut aku. Mudah di blend ga ninggalin kesan lengket. Beneran bikin auto glowing dan cerah. Gada bau yg aneh2 yg ganggu. Terus selama aku pake ga gt bikin minyak di kulit aku yg kombinasi,0,0,1,1
327,"setelah pakai beberapa sunscreen lain dan gak pernah cocok akhirnyaa nemu juga yang cocok di aku gak bikin beruntusan/jerawatan, bikin glowing juga ditambah murah + gampang dicarinya.... Bakal beli lagi siih ini kalau abis nanti......",1,0,1,0
328,"Pake ini karna dikasih temen, diaa ga cocok. Baguss sih ga bikin kilang minyakk, tapiiii bikin kusamm. Agak susah di bleand jugaa. Bikin lembab jugaa. Ditunggu beberapa menit sehabis pake, baru ditimpa bedakk. Ini udah tube ke 2, pastinya repurchase terosss.",0,0,1,0
329,"puanasssss sekalii ,diaku dia kek omongan haters yaa😂😂😭 trus di pas di aply rada berat gtu tekstur nya ,idk but when using this ,jerawat mulai muncul mungkin itu purging atau apa but aku orang ny gatahan yg ky gtu alhasil ku kasih ke kaka",0,0,-1,0
330,"Kalo masalah tekstur sih gak masalah dan gak bikin kilang minyak tapi gak tau kenapa lama² pake sunscreen ini kulitku makin item dong, mungkin efek proteksinya kurang di aku ya. Repurchase? NO, aku udah nemu sunscreen yang cocok dan affordable.",1,0,-1,0
331,"Sangat sangat bikin wajah aku kaya tambang minyak. 2jam setelah pemakaian langsung minyak keluar semua. nyesel belinya huhu. bagus sih sebenernya, lembab dan nggak whitecast. tp minyaknya itu loh. ga sukaa jidat jadi mengkilap banget ewh!",0,0,-1,0
332,"SunScreen yang selalu ada di tas waktu SMA sih, nemenin banget pas lagi panas panasan di lapangan jadi ga takut lagi dan kulit terlindungi deh. Walaupun tetep belang karna berjemur di bawah matahari tapi ga terlalu belang banget. Kenangan banget masa SMA",0,0,1,0
333,inget banget dulu pake ini buat latian paskib. dia teksturnya creamy dan warnanya kek foundation. gampang di blend di muka aku. ngga bikin beruntusan. cuma kalo siang dia bikin muka kayak kilang minyak. aku uda stop pake ini soalnya skrg pake sunscreen,0,0,1,0
334,"Pake sunblock ini hasilnya di kulit aku yang sensitif kombinasi dan cenderung acne prone tuh lumayan bagus. Ga bikin jerawatan sih bagusnya, di kulit kelihatan seger. Tapi kalo udah beberapa jam gitu suka minyakan.",0,0,1,0
335,"Teksturnya kental, jadi cukup sedikit cukup untuk wajah dan leher. Mudah diratakan. Lembut, ga bikin kering. Mudah dibersihkan. SPF nya tinggi, cocok untuk aku yg suka aktivitas di luar ruangan. Tidak membuat kulit berkeringat/ berminyak.",0,0,1,0
336,"sunscreen dewa utk ak yg aktif jogging 3-4 kaki seminggu. dulunya paling takut jogging diatas jam 7 pagi. tp sejak nemu parasol ini, mau jogging sampai jam 11 siang pun ak brani hahahaha pokokny ini penyelamatku dr muka belang2",0,0,1,0
337,"keracunan sunscreen ini gegara liat postingan di ig, katanya aman buat bumil dan busui, tp di aq kurang cocok karena g ngeblend sama kulit muka aq, kliatan putih2 gt trus agak menggumpal pas diratakan dimuka, repurchase ? no, :)",0,0,-1,0
338,"Aku suka sama hasil akhirnya yg glow look, ada whitecase nya gt yg bikin cerah seketika, tp kadang suka agak susah diratainnya gitu, but over all aku suka dan cocok guys, jgn lupa pakai sunscreen tiap pagi girls",0,0,1,0
339,"Efek yang aku rasain setelah pake produk ini, muka aku keliatan lebih glowing tapi yang aku ga suka kaya kerasa oily gituu:” tekstur nya kaya sunscreen lainn, gak lengket, spf nya juga ga terlalu tinggi tapii okayy lahh, bisa dipake buat base make upp",0,0,1,0
340,"Kenal skin aqua pertama kali sama ini dengan SPF 20. Cocok sih bisa dipakai buat tubuh juga. Tapi karena lebih sering aktivitas luar ruangan, ganti yg spfnya lebih tinggi. Bagusnya semua mengandung mosturizer.",0,0,1,0
341,"Thanks female daily untuk giveawaynya. Dengan formulanya yang baru, sejauh ini reviewku masih tetap sama. Dia ringan seperti air, mudah menyerap wanginya segar. tapi kalo diwajahku malah bikin makin berminyak :( masih belum menemukan titik nyamannya huhu maaf :(",0,0,-1,1
342,"teksturnya kaya cair gitu. Ga terlalu lama juga ngeresepnya dikulit, sbnrnya yg bikin aku suka sama product ini karena dia ngelembapin bgt kondisi kulit. Sisanya nothing special, but worth to try si kalau kamu penasaran sama productnya hehe",0,0,1,0
343,"Bagus krn teksture nya gak lengket, cuma sangat cair jd kadang klo gak hati2 suka kepencet berlebihan bahkan suka tumpah gitu, tidak berbau menyengat, cepat meresap, dan kemasannya pun ringan jd mudah dibawa kemana2. Gak masalah dipakai utk full makeup.",0,1,1,1
344,"aku pake sunscreen ini udah sekitar 3tahunann dan cocok bgt di kulit akuu, trs wanginyaa juga enak bangetttt tapi tekstur nya watery gitu dan sejauh ini blm pernah nyobaa2 sunscreen merk lain sihh karna aku kalo udh cocok takut gonta ganti ke yg lain",0,0,1,1
345,teksturnya ringan mudah meresappp ke kulit dan nga bikinnnnn lengket samaa sekaliiii. ada efek cerah setelah pemakaiannnn sayang bangetttg dimuka aku yang acne prone ini bikin BO bruntusannnn dijidattt sayang bgt padahal harganya lumayan:((,-1,0,-1,0
346,"Enteng banget sunscreen nya, gak terasa lengket atau berminyak. kalau langsung dipakai foundation bikin makin nempel. kemasanya oke bisa dibawa kemana aja, isinya juga banyak hampir 6bulan ini belum habis. untuk kedepanya bisa dibuat 50ml kah? supaya lenih ekonomis",0,1,1,0
347,"aku beli yg sample size nya ukuran 1 ml. aku dulu suka ini soalnya bikin wajahku keliatan lebih cerah. tapi lama lama kurang suka karena tone up nya agak berlebihan, terus bikin komedoan juga sih, tapi sukanya kulitku nggak gosong meskipun mudik pake motor",0,0,-1,0
348,"aku pake ini udah habis 2 tube dan masuk ke tube ke 3. bagus sih dipake, wajah juga keliatan cerahan. tahan air pun. cuma gak tau kenapa sekarang kalo dipake awalnya agak panas gitu dimuka 🤔 mungkin udah saatnya buat nyoba yg lain 😂😂😂😂",0,0,1,0
349,"physical sunscreen yg enak dipake! ada whitecast tapi di aku efeknya jd keliatan udh mandi hahaha, kl dipake ke kulit yg kering(misal kaki) malah jd bercak putih gt kyk kena tepung:( cukup melindungi diterik matahari",0,0,1,0
350,"Ini sunscreen yg biasa aja kok. Ga bikin aku breakout, whitecastnya dikit aja di awal, ntar hilang. Ada fragrance tapi ga terlalu kuat, jadi oke-oke aja. Teksturnya creamy tp ringan. Cepet habis karena kecil, dan sering reapply. Standard aja sih semuanya.",0,0,0,0
351,"sunscreen ketiga yang kucoba. so-so sih, ga bikin kulit kering/breakout/minyakan. sayangnya, lama2 dia kaya ganempel di kulitku, terutama di daerah t-zone yang oily:( jadi gabisa ditimpa makeup lagi:(",0,0,-1,0
352,suka bgt sama ini. baunya enak. teksturnya jg ga terlalu cair ga terlalu pekat. pas aja gitu. ga ada white cast nya jd aman dipake gatakut belang. dan yg paling kusuka tuh bikin muka jd glowing. cerah bersinar kek artis korea 😆,0,0,1,1
353,"aku suka sama sunblock innisfree yang satu ini. dia bikin sama sekali ga bikin breakout di aku dan tahan lumayan lama. di aku juga ga ada whitecastnya sih. harganya juga affordable banget, recommended deh.",1,0,1,0
354,"wishlistku dari lama dan sesuai ekspektasi ku, digunakan sblm menggunakan makeup dan ternyata bikin hasil makeupnya lebih nempel wkwk gatau deh ini sugesti apa ngga tapi sebagus ituu, bikin glowing dan cepat meresap jugaa",0,0,1,0
355,"Aku awalnya beli ini karena iseng aja, ternyata aku sukaaaa. Aku berasa kulit kayak sehat gitu. Instant glow, wanginya enak, gampang banget nyerap. So far aku masih cocok banget. Repurchase maybe yes, aku masih research ini harusnya dipake sama yang usia berapa wkwkwk",0,0,1,1
356,"Membantu sekali mengatasi kulit kering sekering2nya karna hahis treatmen PRP , cepat meresap dan tidak lengket . Alhamdulilah juga cocok buat aku yang memang sensti skin , pake ini gak bikin jerawatan . Cocok banget deh buat temen2 yang lagi cari pelembab",0,0,1,0
357,"pejuang vitacid emang susah bgt nyari moisturizer yang lembab ga bikin kulit perih dan ga bikin minyakan karena kulitku emang berminyak,ditambah lagi harganya murah untuk moisturizer segede ini. kayanya bakal restock ni product biar ga panik pas udah habis",1,0,1,0
358,"ini moisturizer terbaik sih menurutku hehe apalagi yang kulitnya keriing kayak akuu. produk ini bikin kulit lembab tapi gak yang berminyak gituu. produknya ringan juga dipakenya, jadi nyaman banget. di kulitku cocok bangett, sukaa hehe",0,0,1,0
359,Moistnya bagusss bgtt!! Dia gak bikin terlalu oily walaupun di aku masih oily bagian tzone tapi its okay. Moist ini juga bikin tekstur mukaku lebih halus dan dari sebelumnyaa suka bgttt. awalnya nyoba trial size akhirnya beli fullsize haha,0,0,1,0
360,"Aku kurang cocok aja pake ini. Baunya cukup nyenyat di hidung, pas di aplikasiin ke muka,rasanya agak berat gimana gitu di muka. Lama kelamaan malah bikin muka jadi banjir minyak, jadi kusem juga. Kayanya ini lebih cocok untuk yang kulit kering deh",0,0,-1,-1
361,Lagi nyari moist dan tertarik sama claim produk ini secara dia mengandung alpha arbutin kan. ternyata setelah dicoba ini malah bikin mukaku minyakan padahal katanya series biru ini buat kulit oily. Dan malah timbul beruntusan hiks..,0,0,-1,0
362,"Actually i like this produk, dia kyk watery dan mudah nyerep di kulit. Bagus buat oily skin kok, dia bikin minyak di muka aku ngurang. Teksturnya gel tapi watery gt lho, wlaupun ada fragrance tapi malah wanginya aneh gt wkkwkw. I recommend this one!",0,0,1,-1
363,"pencarian facewash masih belum berakhir. liat ini agak tertarik gituu apalagi kan pas itu aku pake wardah aloe hydramild, ekspektasi bakalan cocok ternyata ga banget. bikin muka ketarik dan bruntusan.",0,0,1,0
364,"sebelumnya aku pake face wash lain yang waktu itu hampir habis dan produknya susah di cari, jadi beli wardah ini yang katanya 11 12 sm face wash aku sebelumnya, ini cocok di aku wajah lebih lembab di banding produk sebelumnya",0,0,1,0
365,"baguss, di aku ga bikin bruntusan atau jerawatan sihh. wanginya enak soft milk gituu, bener bener ngelembabin dan bikin kulit kenyal. teksturnya agak cair gitu jadi ringan pas dipake. harganya juga terjangkau banget",1,0,1,1
366,"Packagingnya lucu imut, ngelembabin dan ga bikin wajah bruntusan atau jerawatan di kulit aku. Harganya juga affordable sih :) rada berminyak sih pas pakenya tp ga yang bermasalah bgt gitu. Overall aku sukaa",1,1,1,0
367,"Kulit aku kombinasi, di area yang agak kering emang oke karena lembab banget. Tapi di area T-Zone langsung super kilang minyak. Belum lagi ada muncul sedikit beruntusan di bagian dahi. Teksturnya enak; encer, kerasa rich tapj cepat meresap.",0,0,-1,0
368,"Dari packaging jujur aku kurang suka kurang lucu aja gitu menurutku. Terus baunya aku juga kurang suka, aneh aja gitu kayak chemical banget. Teksturnya ga oily kentel tapi agak basah2 cair. Di kulitku dia bikin panas dan super greasy jadi ga nyaman banget",0,-1,-1,-1
369,"Not recommended to who has fungal acne. Lumayan melembabkan, tapi pakai ini semakin bruntusan di wajah. Mungkin lebih cocok untuk yang jenis dry skin, aku punya fungal acne dan setelah lepas dari moisturizer ini wajah ku semakin membaik.",0,0,1,0
370,"This product enak banget dipake, dia bikin lembab banget di wajah aku. Untuk teksturnya dia milk but agak cair (lotion), bau wanginya soft, engga lengket, harganya juga murmer, travel friendly. But this product ada efek oily di kulit aku yang kombinasi",1,1,1,1
371,"hellooooo! aku seneng banget sama emina ini bikin kulit aku lembab kenyal setiap kali aku pakai moisturizer ini, cocok banget untuk kulit muka aku yang sensitif ini, dan harga nya pun bener bener terjangkau 😭 packaging nya juga lucu mungil gituuu love deh❣️",1,1,1,0
372,"udah pake ini dri jaman awal masuk kuliah, enak banget pak eini berasa lembab tapi aku pakenya ga tiap hari sih cmn kalo lgi berasa kering banget baru pake ini, repurchase? mngkin mau nyobain produk lain yang lebih waw hehhehe",0,0,1,0
373,"Super moist buat kulit ak yg super kering.diaku mengurangi bruntusan juga. Teksturnya kirain bakal lengket gitu,but engga sama sekali!!!!!!! Bingung makanya teksturnya ky lendir snail gitu but kalo dioles kewajah kaya krim yang super duper lembap",0,0,1,0
374,"Emang diakui sih cream ini bikin mulus, but make ini malah bikin kering di sepinggiran idung. Idk why. Dan malah bikin banyak komedo. Bikin bruntusan lagi. Huhuhu. Kyknya aku ga ditakdirkan buat berjodoh dg cosrx. Essencenya pun ga cocok di aku. So sad.",0,0,-1,0
375,"iseng beli karena cukup murah, awal make bener bener ngilangin bruntusan di jidat, tapi makin kesini udah gak terlalu ngaruh lagi, terlalu oily juga, jadi kalau malam pake ini pasti tiap bangun tidur muka bakal berminyak banget, wanginya soft.",1,0,1,1
376,"aroma yang soft,mudah dibawa bawa dan pas testurnya pas aku apply di muka aku selama 7 hari pertama aku gaaa ngerasain perbedaan sih. Ini mau aku terusin sampe 30 hari nanti aku review lagi… semoga aja cocok",0,1,1,1
